League,Team,Player,Nation,pos_nan_nan,Age,MatchesPlayed,MinutesPlayed,Goals,Assists,Sot%,SoT/90,xG,keyPasses,FinalThirdPasses,PrgP,TklW,Tkl%,BloackPass,Interception
ESP-La Liga,Osasuna,Iker Muñoz,ESP,MF,22-195,22,565,0,1,0.0,0.0,0.4,5.0,24.0,22.0,2,37.5,6,4.0
ESP-La Liga,Osasuna,Jesús Areso,ESP,DF,25-321,35,2989,0,3,0.0,0.0,0.2,29.0,94.0,102.0,37,69.1,21,8.0
ESP-La Liga,Osasuna,Jon Moncayola,ESP,MF,27-006,32,2099,0,0,42.9,0.39,1.6,33.0,76.0,107.0,41,51.7,31,11.0
ESP-La Liga,Osasuna,Jorge Herrando,ESP,DF,24-080,18,1366,1,0,25.0,0.2,1.2,0.0,29.0,38.0,11,60.0,6,12.0
ESP-La Liga,Osasuna,José Arnaiz,ESP,"MF,FW",30-034,14,124,0,0,40.0,1.45,0.3,3.0,2.0,3.0,5,57.1,2,3.0
ESP-La Liga,Osasuna,Juan Cruz Armada,ESP,DF,32-295,24,1434,0,0,0.0,0.0,0.1,2.0,52.0,53.0,14,62.5,10,9.0
ESP-La Liga,Osasuna,Kike Barja,ESP,"FW,MF",28-048,15,315,0,1,25.0,0.29,0.2,10.0,3.0,4.0,4,50.0,5,3.0
ESP-La Liga,Osasuna,Lucas Torró,ESP,MF,30-304,34,2912,3,0,24.1,0.22,2.2,10.0,114.0,108.0,41,56.3,26,45.0
ESP-La Liga,Osasuna,Moi Gómez,ESP,"MF,FW",30-330,26,796,0,0,16.7,0.11,0.5,11.0,46.0,49.0,9,50.0,3,6.0
ESP-La Liga,Osasuna,Pablo Ibáñez,ESP,MF,26-241,27,1236,1,1,26.3,0.36,1.5,6.0,33.0,50.0,10,25.0,13,17.0
ESP-La Liga,Osasuna,Raúl,ESP,"FW,MF",24-197,31,718,3,0,47.8,1.38,3.1,3.0,11.0,14.0,8,50.0,4,0.0
ESP-La Liga,Osasuna,Rubén García,ESP,"FW,MF",31-309,35,2324,5,5,36.0,0.35,3.1,47.0,75.0,107.0,30,43.9,32,14.0
ESP-La Liga,Osasuna,Rubén Peña,ESP,"FW,DF",33-305,25,775,0,0,30.0,0.35,0.7,13.0,20.0,27.0,5,20.8,11,6.0
ESP-La Liga,Rayo Vallecano,Abdul Mumin,GHA,DF,26-347,24,2017,2,1,30.0,0.13,0.6,1.0,40.0,40.0,25,63.0,11,23.0
ESP-La Liga,Rayo Vallecano,Adri Embarba,ESP,"FW,MF",33-012,34,1605,1,1,30.6,0.62,2.1,20.0,23.0,45.0,20,39.1,16,13.0
ESP-La Liga,Rayo Vallecano,Alfonso Espino,URU,DF,33-134,16,833,0,1,20.0,0.22,0.4,5.0,35.0,39.0,24,55.3,13,12.0
ESP-La Liga,Rayo Vallecano,Andrei Ratiu,ROU,DF,26-333,34,2975,2,3,24.1,0.21,1.8,33.0,103.0,139.0,40,60.9,38,27.0
ESP-La Liga,Rayo Vallecano,Aridane Hernández,ESP,DF,36-057,13,935,0,0,25.0,0.19,0.9,2.0,14.0,31.0,10,71.4,2,4.0
ESP-La Liga,Rayo Vallecano,Florian Lejeune,FRA,DF,33-364,36,3235,2,3,29.1,0.45,3.3,12.0,164.0,140.0,28,53.5,6,39.0
ESP-La Liga,Rayo Vallecano,Gerard Gumbau,ESP,MF,30-152,21,817,0,1,41.7,0.55,1.0,17.0,33.0,38.0,12,46.7,8,5.0
ESP-La Liga,Rayo Vallecano,Isaac Palazón Camacho,ESP,"MF,FW",30-143,34,2074,4,4,30.9,0.74,4.2,44.0,75.0,113.0,17,24.2,19,8.0
ESP-La Liga,Rayo Vallecano,Iván Balliu,ALB,DF,33-138,24,1142,0,0,0.0,0.0,0.0,7.0,37.0,44.0,14,33.3,12,13.0
ESP-La Liga,Rayo Vallecano,James Rodríguez,COL,"MF,FW",33-311,6,140,0,0,50.0,1.29,0.3,2.0,12.0,13.0,2,0.0,2,1.0
ESP-La Liga,Rayo Vallecano,Jorge de Frutos,ESP,"FW,MF",28-088,35,2407,6,3,34.7,0.64,5.8,28.0,22.0,43.0,21,30.4,21,19.0
ESP-La Liga,Rayo Vallecano,Pathé Ciss,SEN,"MF,DF",31-064,32,2050,4,1,30.0,0.26,1.8,16.0,97.0,122.0,23,50.0,21,37.0
ESP-La Liga,Rayo Vallecano,Pedro Díaz,ESP,MF,26-348,25,1170,3,0,24.1,0.54,2.2,23.0,44.0,58.0,13,30.8,15,6.0
ESP-La Liga,Rayo Vallecano,Pep Chavarría,ESP,"DF,FW",27-039,33,2495,0,1,27.3,0.11,1.2,22.0,71.0,109.0,33,61.4,26,28.0
ESP-La Liga,Rayo Vallecano,Randy Nteka,ANG,FW,27-164,24,1129,3,0,50.0,0.64,2.6,9.0,5.0,8.0,5,41.7,11,4.0
ESP-La Liga,Rayo Vallecano,Sergi Guardiola,ESP,FW,33-355,16,362,0,0,27.3,0.75,2.4,5.0,2.0,3.0,3,66.7,1,1.0
ESP-La Liga,Rayo Vallecano,Sergio Camello,ESP,FW,24-098,23,1134,3,2,28.1,0.71,4.1,19.0,12.0,27.0,3,66.7,7,4.0
ESP-La Liga,Rayo Vallecano,Unai López,ESP,MF,29-201,31,1658,3,1,41.7,0.54,1.5,17.0,104.0,108.0,20,44.1,11,21.0
ESP-La Liga,Rayo Vallecano,Álvaro García,ESP,"FW,MF",32-204,35,2469,4,5,35.4,0.84,7.2,46.0,26.0,66.0,24,41.4,31,31.0
ESP-La Liga,Rayo Vallecano,Óscar Trejo,ARG,MF,37-023,18,494,1,0,40.0,0.36,0.6,9.0,30.0,36.0,5,33.3,9,4.0
ESP-La Liga,Rayo Vallecano,Óscar Valentín,ESP,MF,30-272,34,1835,0,0,20.0,0.05,0.4,13.0,74.0,86.0,41,43.4,28,21.0
ESP-La Liga,Real Madrid,Antonio Rüdiger,GER,DF,32-077,29,2291,0,0,16.7,0.16,1.7,7.0,117.0,94.0,13,73.3,8,9.0
ESP-La Liga,Real Madrid,Arda Güler,TUR,"MF,FW",20-083,27,1160,3,4,39.5,1.16,3.3,37.0,71.0,85.0,14,38.1,17,6.0
ESP-La Liga,Real Madrid,Aurélien Tchouaméni,FRA,"DF,MF",25-112,31,2634,0,0,16.7,0.1,1.6,5.0,175.0,152.0,23,52.5,9,45.0
ESP-La Liga,Real Madrid,Brahim Díaz,MAR,"FW,MF",25-289,30,1331,4,2,53.6,1.01,5.3,21.0,55.0,70.0,19,38.9,15,4.0
ESP-La Liga,Real Madrid,Dani Carvajal,ESP,DF,33-128,8,609,1,0,33.3,0.15,1.3,5.0,20.0,27.0,8,75.0,5,10.0
ESP-La Liga,Real Madrid,Dani Ceballos,ESP,MF,28-285,22,1125,0,0,28.6,0.16,0.4,21.0,140.0,137.0,20,54.5,12,13.0
ESP-La Liga,Real Madrid,Eduardo Camavinga,FRA,"MF,DF",22-190,19,1102,1,2,25.0,0.16,0.4,11.0,61.0,61.0,26,57.6,16,18.0
ESP-La Liga,Real Madrid,Endrick,BRA,FW,18-302,22,363,1,0,25.0,1.49,2.5,4.0,1.0,8.0,1,33.3,0,4.0
ESP-La Liga,Real Madrid,Federico Valverde,URU,"MF,DF",26-301,35,2942,6,4,40.0,0.67,2.6,39.0,221.0,221.0,28,67.5,30,53.0
ESP-La Liga,Real Madrid,Fran Garcia,ESP,DF,25-278,30,2081,0,2,23.1,0.13,0.8,23.0,84.0,116.0,33,57.8,20,28.0
ESP-La Liga,Real Madrid,Jacobo Ramón,ESP,DF,20-133,3,204,1,0,50.0,0.44,0.2,1.0,3.0,1.0,3,100.0,1,3.0
ESP-La Liga,Real Madrid,Jude Bellingham,ENG,MF,21-324,31,2488,9,8,36.7,0.8,11.4,42.0,130.0,199.0,33,66.7,35,28.0
ESP-La Liga,Real Madrid,Kylian Mbappé,FRA,FW,26-150,33,2817,29,3,49.0,2.27,23.8,50.0,72.0,134.0,5,20.0,3,1.0
ESP-La Liga,Real Madrid,Lucas Vázquez,ESP,DF,33-322,31,2113,1,5,21.4,0.13,1.4,33.0,64.0,98.0,34,55.3,17,17.0
ESP-La Liga,Real Madrid,Luka Modrić,CRO,MF,39-252,34,1741,2,6,27.3,0.31,1.6,64.0,207.0,192.0,20,43.8,11,26.0
ESP-La Liga,Real Madrid,Raúl Asencio,ESP,DF,22-095,22,1580,0,1,0.0,0.0,0.1,5.0,45.0,25.0,15,76.9,4,14.0
ESP-La Liga,Real Madrid,Rodrygo,BRA,"FW,MF",24-130,30,1928,6,5,37.0,0.93,4.0,49.0,66.0,108.0,14,30.4,17,11.0
ESP-La Liga,Real Madrid,Vinicius Júnior,BRA,FW,24-311,29,2217,11,7,29.9,0.93,10.2,57.0,53.0,82.0,10,27.8,7,3.0
ESP-La Liga,Real Madrid,Éder Militão,BRA,DF,27-121,12,938,1,1,30.0,0.29,0.6,6.0,56.0,46.0,17,58.3,5,12.0
ESP-La Liga,Real Sociedad,Aihen Muñoz,ESP,DF,27-276,20,1008,0,0,0.0,0.0,0.2,3.0,35.0,35.0,12,48.1,5,13.0
ESP-La Liga,Real Sociedad,Ander Barrenetxea,ESP,"MF,FW",23-143,29,1243,1,3,33.3,0.58,1.6,16.0,23.0,48.0,18,27.3,15,11.0
ESP-La Liga,Real Sociedad,Aritz Elustondo,ESP,DF,31-052,22,1457,0,0,0.0,0.0,0.4,4.0,59.0,51.0,11,57.9,5,10.0
ESP-La Liga,Real Sociedad,Arkaitz Mariezkurrena,ESP,"FW,MF",20-044,8,171,2,0,55.6,2.63,0.9,2.0,1.0,4.0,0,0.0,2,1.0
ESP-La Liga,Real Sociedad,Arsen Zakharyan,RUS,"MF,FW",21-358,3,73,1,0,50.0,2.47,0.2,1.0,3.0,3.0,1,100.0,0,1.0
ESP-La Liga,Real Sociedad,Beñat Turrientes,ESP,MF,23-108,20,873,0,0,14.3,0.1,0.5,3.0,35.0,38.0,6,28.6,12,5.0
ESP-La Liga,Real Sociedad,Brais Méndez,ESP,MF,28-132,26,1524,3,2,33.3,0.53,3.5,23.0,66.0,91.0,13,37.5,12,7.0
ESP-La Liga,Real Sociedad,Hamari Traoré,MLI,DF,33-112,11,700,0,1,0.0,0.0,0.0,3.0,17.0,26.0,12,71.4,4,9.0
ESP-La Liga,Real Sociedad,Igor Zubeldia,ESP,DF,28-050,28,2269,0,0,33.3,0.16,0.6,4.0,93.0,101.0,23,55.6,13,31.0
ESP-La Liga,Real Sociedad,Javi López,ESP,DF,23-055,29,1936,0,0,20.0,0.05,0.1,5.0,50.0,74.0,23,62.2,14,9.0
ESP-La Liga,Real Sociedad,Jon Aramburu,VEN,DF,22-300,34,2370,1,1,27.3,0.11,0.4,15.0,81.0,97.0,68,65.3,30,28.0
ESP-La Liga,Real Sociedad,Jon Martin,ESP,DF,19-138,12,814,0,1,11.1,0.11,0.6,3.0,19.0,33.0,8,66.7,4,7.0
ESP-La Liga,Real Sociedad,Jon Pacheco,ESP,DF,24-131,13,764,0,0,0.0,0.0,0.1,0.0,24.0,23.0,9,80.0,2,8.0
ESP-La Liga,Real Sociedad,Luka Sučić,CRO,MF,22-253,28,1709,1,1,26.8,0.58,3.2,24.0,50.0,78.0,17,37.5,27,13.0
ESP-La Liga,Real Sociedad,Martín Zubimendi,ESP,MF,26-106,35,2941,2,1,25.0,0.18,2.6,19.0,169.0,195.0,37,63.6,25,44.0
ESP-La Liga,Real Sociedad,Mikel Oyarzabal,ESP,FW,28-028,34,2230,9,3,33.3,0.52,9.9,14.0,19.0,28.0,15,43.5,16,4.0
ESP-La Liga,Real Sociedad,Nayef Aguerd,MAR,DF,29-050,21,1760,0,0,33.3,0.26,2.4,5.0,87.0,75.0,24,66.7,6,13.0
ESP-La Liga,Real Sociedad,Olasagasti,ESP,MF,24-276,21,812,1,1,16.7,0.22,0.9,6.0,30.0,36.0,9,41.2,6,14.0
ESP-La Liga,Real Sociedad,Orri Steinn Óskarsson,ISL,FW,20-263,23,944,3,0,36.8,0.67,5.2,5.0,4.0,9.0,6,25.0,9,2.0
ESP-La Liga,Real Sociedad,Pablo Marín,ESP,MF,21-320,22,1194,1,2,35.0,0.53,1.2,14.0,38.0,45.0,16,50.0,9,4.0
ESP-La Liga,Real Sociedad,Sergio Gómez,ESP,"MF,DF",24-257,36,2668,2,5,52.9,0.3,1.5,53.0,75.0,92.0,39,54.5,41,18.0
ESP-La Liga,Real Sociedad,Sheraldo Becker,SUR,"FW,MF",30-099,22,995,2,1,59.1,1.18,2.0,8.0,6.0,23.0,2,0.0,4,1.0
ESP-La Liga,Real Sociedad,Takefusa Kubo,JPN,"MF,FW",23-349,35,2282,5,0,33.3,0.55,3.6,45.0,58.0,105.0,19,41.0,34,15.0
ESP-La Liga,Sevilla,Adrià Pedrosa,ESP,DF,27-006,30,2208,1,1,28.6,0.24,0.6,18.0,62.0,74.0,32,56.6,31,22.0
ESP-La Liga,Sevilla,Albert Sambi Lokonga,BEL,MF,25-209,22,1471,0,2,38.5,0.31,0.9,19.0,81.0,93.0,15,71.4,12,9.0
ESP-La Liga,Sevilla,Carmona,ESP,DF,23-110,34,2880,0,0,21.1,0.12,0.5,18.0,97.0,107.0,58,54.1,25,68.0
ESP-La Liga,Sevilla,Chidera Ejuke,NGA,FW,27-137,24,962,2,1,40.0,0.75,1.1,20.0,17.0,37.0,13,45.0,12,5.0
ESP-La Liga,Sevilla,Djibril Sow,SUI,MF,28-102,29,2017,1,1,25.0,0.22,2.0,21.0,85.0,97.0,13,47.1,15,26.0
ESP-La Liga,Sevilla,Dodi Lukebakio,BEL,FW,27-237,37,3047,11,2,41.6,1.09,9.9,53.0,49.0,90.0,14,55.6,17,8.0
ESP-La Liga,Sevilla,Gonzalo Montiel,ARG,"DF,MF",28-138,6,113,0,0,0.0,0.0,0.0,0.0,8.0,2.0,2,75.0,0,2.0
ESP-La Liga,Sevilla,Isaac Romero,ESP,FW,25-001,31,2156,4,2,32.1,0.71,6.8,20.0,20.0,29.0,7,18.8,17,7.0
ESP-La Liga,Sevilla,Jesús Navas,ESP,"FW,MF",39-179,15,424,1,0,66.7,0.42,0.5,10.0,16.0,23.0,2,0.0,1,4.0
ESP-La Liga,Sevilla,Juanlu Sánchez,ESP,"MF,DF",21-277,31,1649,4,4,41.7,0.27,1.8,24.0,49.0,62.0,34,61.8,25,16.0
ESP-La Liga,Sevilla,Kelechi Iheanacho,NGA,FW,28-228,9,400,0,0,22.2,0.45,1.5,5.0,1.0,5.0,0,33.3,0,0.0
ESP-La Liga,Sevilla,Kike Salas,ESP,DF,23-026,30,2148,3,2,26.1,0.25,1.9,6.0,68.0,59.0,28,61.4,11,32.0
ESP-La Liga,Sevilla,Loïc Bade,FRA,DF,25-038,32,2686,1,1,30.8,0.13,0.6,4.0,94.0,62.0,27,74.2,9,29.0
ESP-La Liga,Sevilla,Lucas Ocampos,ARG,FW,30-312,2,175,0,1,50.0,1.03,0.2,3.0,8.0,7.0,2,50.0,2,0.0
ESP-La Liga,Sevilla,Lucien Agoume,FRA,MF,23-099,34,2024,1,2,11.1,0.04,0.8,21.0,116.0,122.0,30,68.4,18,40.0
ESP-La Liga,Sevilla,Manu Bueno,ESP,MF,20-296,8,123,1,0,25.0,0.73,0.1,0.0,4.0,3.0,3,50.0,0,0.0
ESP-La Liga,Sevilla,Nemanja Gudelj,SRB,"DF,MF",33-184,30,2403,1,1,22.7,0.19,1.6,14.0,69.0,54.0,24,61.8,17,27.0
ESP-La Liga,Sevilla,Peque,ESP,"MF,FW",22-227,25,1106,1,1,22.2,0.33,2.4,11.0,24.0,34.0,5,43.8,16,8.0
ESP-La Liga,Sevilla,Ramón Martínez,ESP,DF,22-209,4,233,0,0,100.0,0.77,0.2,0.0,8.0,4.0,3,66.7,1,2.0
ESP-La Liga,Sevilla,Saúl Ñíguez,ESP,MF,30-179,24,1553,1,6,21.4,0.52,2.8,22.0,51.0,66.0,32,38.7,23,22.0
ESP-La Liga,Sevilla,Stanis Idumbo,BEL,"FW,MF",19-324,14,284,1,1,50.0,0.63,0.6,6.0,2.0,8.0,5,60.0,2,4.0
ESP-La Liga,Sevilla,Suso,ESP,"FW,MF",31-181,15,520,0,1,28.6,0.69,0.7,18.0,30.0,36.0,6,37.5,3,4.0
ESP-La Liga,Sevilla,Tanguy Nianzou,FRA,DF,22-346,6,518,0,0,0.0,0.0,0.2,0.0,6.0,10.0,5,83.3,1,8.0
ESP-La Liga,Sevilla,Álvaro Pascual,ESP,FW,23-138,7,346,1,0,40.0,1.04,0.0,0.0,2.0,0.0,1,50.0,0,2.0
ESP-La Liga,Valencia,Cristhian Mosquera,ESP,DF,20-326,36,3229,1,0,40.0,0.06,0.4,0.0,114.0,120.0,33,76.3,12,35.0
ESP-La Liga,Valencia,César Tárrega,ESP,DF,23-082,33,2936,2,0,30.0,0.18,1.9,3.0,76.0,78.0,37,61.3,20,21.0
ESP-La Liga,Valencia,Diego López,ESP,"MF,FW",23-006,37,2670,8,5,32.6,0.47,6.3,35.0,40.0,82.0,17,34.8,28,15.0
ESP-La Liga,Valencia,Dimitri Foulquier,FRA,DF,32-057,32,2299,0,1,15.4,0.08,0.4,10.0,77.0,97.0,31,66.7,16,16.0
ESP-La Liga,Valencia,Domingos André Ribeiro Almeida,POR,"MF,FW",24-354,33,1894,0,3,29.4,0.24,1.2,42.0,94.0,133.0,31,38.9,18,8.0
ESP-La Liga,Valencia,Enzo Barrenechea,ARG,MF,23-362,29,2101,1,2,20.0,0.13,1.3,14.0,133.0,121.0,30,70.5,20,27.0
ESP-La Liga,Valencia,Francisco Perez,ESP,"FW,MF",22-252,25,515,0,0,20.0,0.17,0.3,7.0,6.0,11.0,12,62.5,7,3.0
ESP-La Liga,Valencia,Germán Valera,ESP,MF,23-064,8,148,0,0,66.7,1.22,0.1,1.0,3.0,2.0,1,0.0,2,4.0
ESP-La Liga,Valencia,Hugo Duro,ESP,FW,25-190,30,2131,11,2,33.3,0.68,9.4,14.0,18.0,28.0,7,33.3,9,10.0
ESP-La Liga,Valencia,Hugo Guillamón,ESP,MF,25-108,12,364,0,0,50.0,0.25,0.1,2.0,11.0,15.0,8,90.0,3,5.0
ESP-La Liga,Valencia,Ivan Jaime Pajuelo,ESP,MF,24-235,8,274,0,0,28.6,0.66,0.6,4.0,4.0,14.0,3,75.0,1,2.0
ESP-La Liga,Valencia,Javier Guerra,ESP,MF,22-138,35,2514,3,3,22.2,0.36,2.1,22.0,116.0,136.0,25,46.2,12,19.0
ESP-La Liga,Valencia,Jesus Vazquez,ESP,DF,22-137,18,829,0,0,20.0,0.11,0.1,3.0,16.0,20.0,16,47.1,10,7.0
ESP-La Liga,Valencia,José Luis García Vayá,ESP,MF,26-281,33,1735,2,2,33.3,0.21,2.1,32.0,163.0,142.0,24,56.3,17,18.0
ESP-La Liga,Valencia,José Luis Gayà,ESP,DF,29-359,23,1803,0,1,33.3,0.2,1.0,24.0,44.0,59.0,40,70.2,14,25.0
ESP-La Liga,Valencia,Luis Rioja,ESP,"MF,FW",31-215,35,2796,5,3,42.9,0.39,3.2,34.0,42.0,101.0,20,32.6,29,22.0
ESP-La Liga,Valencia,Martín Tejón,ESP,"MF,DF",21-037,4,49,0,0,0.0,0.0,0.1,1.0,2.0,4.0,0,50.0,0,0.0
ESP-La Liga,Valencia,Mouctar Diakhaby,GUI,DF,28-151,12,563,2,0,40.0,0.64,1.3,1.0,6.0,14.0,1,60.0,2,9.0
ESP-La Liga,Valencia,Rafa Mir,ESP,"FW,MF",27-335,19,730,0,2,22.2,0.74,3.0,4.0,14.0,19.0,6,25.0,5,4.0
ESP-La Liga,Valencia,Rodrigo Abajas,ESP,DF,22-007,1,65,0,0,0.0,0.0,0.1,0.0,0.0,2.0,2,100.0,1,1.0
ESP-La Liga,Valencia,Sergi Canós,ESP,"MF,FW",28-106,17,370,0,1,27.3,0.73,0.5,4.0,9.0,9.0,7,40.0,5,5.0
ESP-La Liga,Valencia,Thierry Correia,POR,DF,26-071,11,768,0,0,42.9,0.35,0.3,5.0,23.0,44.0,18,56.5,9,4.0
ESP-La Liga,Valencia,Umar Sadiq,NGA,FW,28-106,15,770,5,0,35.0,0.82,3.4,6.0,4.0,7.0,6,66.7,6,1.0
ESP-La Liga,Valencia,Yarek Gasiorowski,ESP,DF,20-127,15,947,0,0,0.0,0.0,1.1,3.0,43.0,38.0,16,69.2,11,26.0
ESP-La Liga,Valladolid,Adam Aznou,MAR,DF,18-351,2,17,0,0,25.0,0.1,0.3,0.0,1.0,1.0,21,50.0,16,10.0
ESP-La Liga,Valladolid,Amath,SEN,"FW,DF",28-307,12,356,0,1,20.0,0.25,0.4,5.0,4.0,12.0,0,14.3,6,2.0
ESP-La Liga,Valladolid,Anuar,MAR,"MF,FW",30-124,25,1675,2,0,45.5,0.27,1.7,7.0,17.0,29.0,25,50.0,15,17.0
ESP-La Liga,Valladolid,Cenk Özkacar,TUR,DF,24-225,10,712,0,0,0.0,0.0,0.1,1.0,11.0,14.0,5,30.8,3,18.0
ESP-La Liga,Valladolid,Chuky san jose,ESP,MF,21-020,18,728,2,0,43.8,0.87,2.2,8.0,10.0,15.0,2,22.2,3,0.0
ESP-La Liga,Valladolid,Darwin Machís,VEN,"MF,FW",32-101,18,639,0,1,14.3,0.28,0.9,8.0,17.0,19.0,4,33.3,3,5.0
ESP-La Liga,Valladolid,David Torres,ESP,DF,22-075,18,1387,0,0,33.3,0.06,0.3,1.0,27.0,37.0,8,63.6,2,10.0
ESP-La Liga,Valladolid,Enzo Boyomo,CMR,DF,23-224,3,270,0,0,0.0,0.0,0.1,0.0,2.0,7.0,2,100.0,1,1.0
ESP-La Liga,Valladolid,Eray Cömert,SUI,"DF,MF",27-104,24,1689,0,0,11.1,0.05,0.9,0.0,45.0,46.0,12,57.9,12,21.0
ESP-La Liga,Valladolid,Iván Sánchez,ESP,"MF,FW",32-238,32,1404,2,1,33.3,0.32,0.7,24.0,52.0,77.0,20,44.4,15,14.0
ESP-La Liga,Valladolid,Javi Sánchez,ESP,DF,28-066,25,2026,2,0,45.5,0.22,0.5,6.0,42.0,34.0,16,65.4,11,22.0
ESP-La Liga,Valladolid,Joseph Aidoo,GHA,DF,29-232,7,538,0,0,0.0,0.0,0.0,0.0,9.0,12.0,5,66.7,3,4.0
ESP-La Liga,Valladolid,Juanmi Latasa,ESP,FW,24-057,27,1327,3,0,30.8,0.81,4.2,12.0,9.0,16.0,2,33.3,3,0.0
ESP-La Liga,Valladolid,Lucas Oliveira Rosa,BRA,DF,25-046,21,1890,0,1,37.5,0.14,0.9,13.0,34.0,50.0,33,68.6,15,28.0
ESP-La Liga,Valladolid,Luis Pérez,ESP,DF,30-104,29,2513,0,0,40.0,0.07,0.2,27.0,57.0,88.0,27,60.0,17,28.0
ESP-La Liga,Valladolid,Mamadou Sylla,SEN,"FW,MF",31-060,28,1512,5,1,16.7,0.18,5.1,14.0,12.0,20.0,3,25.0,7,3.0
ESP-La Liga,Valladolid,Marcos André,BRA,FW,28-211,22,1188,1,2,9.1,0.15,2.7,9.0,13.0,16.0,6,38.5,16,3.0
ESP-La Liga,Valladolid,Mario Martín,ESP,MF,21-075,30,1748,0,1,46.4,0.67,1.8,12.0,52.0,66.0,32,42.9,25,21.0
ESP-La Liga,Valladolid,Raúl Moro,ESP,"MF,FW",22-165,32,2251,4,5,33.3,0.6,4.1,43.0,40.0,80.0,13,41.9,7,10.0
ESP-La Liga,Valladolid,Selim Amallah,MAR,MF,28-185,24,1376,3,1,33.3,0.46,3.3,13.0,42.0,57.0,18,55.6,22,14.0
ESP-La Liga,Valladolid,Stanko Jurić,CRO,MF,28-276,26,1729,0,0,25.0,0.1,0.8,4.0,40.0,57.0,24,39.6,24,24.0
ESP-La Liga,Valladolid,Tamás Nikitscher,HUN,"MF,DF",25-197,12,768,0,0,50.0,0.12,0.1,1.0,9.0,10.0,7,63.6,11,10.0
ESP-La Liga,Valladolid,Víctor Meseguer,ESP,MF,25-344,14,418,0,0,0.0,0.0,0.7,1.0,17.0,22.0,6,20.0,3,2.0
ESP-La Liga,Villarreal,Alex Baena,ESP,"MF,FW",23-303,31,2539,6,9,23.5,0.57,6.9,94.0,95.0,184.0,15,26.3,27,22.0
ESP-La Liga,Villarreal,Alfonso Pedraza,ESP,"DF,MF",29-040,11,370,0,2,50.0,0.49,0.4,7.0,7.0,8.0,2,50.0,1,5.0
ESP-La Liga,Villarreal,Arnaut Danjuma,NED,FW,28-108,3,200,2,0,50.0,1.35,0.8,1.0,1.0,1.0,1,0.0,1,0.0
ESP-La Liga,Villarreal,Ayoze Pérez,ESP,FW,31-294,30,1970,19,2,41.3,1.42,12.7,32.0,37.0,73.0,14,25.0,17,8.0
ESP-La Liga,Villarreal,Daniel Parejo,ESP,MF,36-033,35,2257,3,3,16.7,0.08,2.5,22.0,176.0,176.0,40,53.7,17,24.0
ESP-La Liga,Villarreal,Denis Suárez,ESP,MF,31-133,20,528,1,1,33.3,0.51,0.9,13.0,14.0,27.0,7,44.4,3,1.0
ESP-La Liga,Villarreal,Eric Bailly,CIV,DF,31-037,12,617,0,0,0.0,0.0,0.3,0.0,18.0,18.0,4,75.0,6,6.0
ESP-La Liga,Villarreal,Gerard Moreno,ESP,FW,33-042,16,687,3,2,39.1,1.18,4.2,17.0,29.0,49.0,4,27.3,0,2.0
ESP-La Liga,Villarreal,Ilias Akhomach,MAR,"MF,FW",21-033,11,584,1,0,35.3,0.92,0.6,9.0,5.0,12.0,7,50.0,8,3.0
ESP-La Liga,Villarreal,Juan Bernat,ESP,"DF,MF",32-079,10,212,0,1,50.0,0.42,0.3,4.0,4.0,8.0,7,80.0,2,1.0
ESP-La Liga,Villarreal,Juan Foyth,ARG,DF,27-127,19,1517,1,0,29.4,0.3,2.4,7.0,53.0,65.0,15,68.8,9,19.0
ESP-La Liga,Villarreal,Karl Etta,CMR,"FW,MF",21-217,3,21,1,0,100.0,4.29,0.3,0.0,0.0,0.0,0,0.0,1,0.0
ESP-La Liga,Villarreal,Kiko Femenía,ESP,DF,34-106,28,2227,0,1,0.0,0.0,0.4,16.0,108.0,112.0,34,57.9,11,40.0
ESP-La Liga,Villarreal,Logan Costa,CPV,DF,24-048,1,90,0,0,41.7,0.18,0.7,1.0,4.0,4.0,1,100.0,0,2.0
ESP-La Liga,Villarreal,Nicolas Pépé,CIV,"FW,MF",29-355,27,1465,3,6,44.7,1.04,3.8,32.0,25.0,59.0,9,35.3,11,5.0
ESP-La Liga,Villarreal,Pape Gueye,SEN,MF,26-115,33,2150,2,0,27.5,0.59,3.0,17.0,113.0,146.0,26,71.4,18,27.0
ESP-La Liga,Villarreal,Pau Cabanes,ESP,"MF,FW",20-091,10,163,1,0,50.0,1.1,0.5,4.0,1.0,11.0,4,75.0,5,3.0
ESP-La Liga,Villarreal,Pau Navarro,ESP,DF,20-024,16,826,0,0,0.0,0.0,0.0,1.0,21.0,31.0,17,51.4,7,4.0
ESP-La Liga,Villarreal,Ramón Terrats,ESP,"MF,FW",24-213,11,131,0,0,0.0,0.0,0.1,1.0,7.0,7.0,3,50.0,2,2.0
ESP-La Liga,Villarreal,Raúl Albiol,ESP,DF,39-257,15,1188,0,0,0.0,0.0,0.1,0.0,26.0,34.0,9,60.0,1,6.0
ESP-La Liga,Villarreal,Santi Comesaña,ESP,MF,28-226,35,2560,4,2,20.5,0.28,4.6,27.0,143.0,154.0,49,55.3,34,19.0
ESP-La Liga,Villarreal,Sergi Cardona,ESP,DF,25-315,35,2945,1,7,30.0,0.18,2.4,45.0,62.0,77.0,48,62.0,45,40.0
ESP-La Liga,Villarreal,Tajon Buchanan,CAN,MF,26-100,6,95,0,0,33.3,0.53,0.8,1.0,2.0,2.0,0,50.0,0,0.0
